Item Code,Item Group,Item Name,Description,Standard Selling Rate,Maintain Stock,Default Unit of Measure,HSN/SAC,Grant Commission,Allow Sales,Allow Purchase,Max Discount (%),Default Price List (Item Defaults),Item Tax Template (Taxes)
DEN-710-2,Dental,ORAL REHABILITATION - Post and Cure,"Description:

Indications: Post and Cure
Frequency:   Once
Repeat For:  None
# Sessions:  1","1500",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-710-3,Dental,ORAL REHABILITATION - Bleaching Full mouth,"Description:

Indications: Bleaching Full mouth
Frequency:   Once
Repeat For:  None
# Sessions:  1","4000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-711,Dental,ORAL REHABILITATION - Dental Xray,"Description:

Indications: Dental Xray
Frequency:   Once
Repeat For:  None
# Sessions:  1",₹200,0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-712-1,Dental,ORAL REHABILITATION - Veneer Metal Free,"Description:

Indications: Veneer Metal Free
Frequency:   Once
Repeat For:  None
# Sessions:  1","8000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-712-2,Dental,ORAL REHABILITATION - Dental Jewellery (Crystal),"Description:

Indications: Dental Jewellery (Crystal)
Frequency:   Once
Repeat For:  None
# Sessions:  1","3000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-712-3,Dental,ORAL REHABILITATION - Cosmetic Countering,"Description:

Indications: Cosmetic Countering
Frequency:   Once
Repeat For:  None
# Sessions:  1","1000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-713-1,Dental,Gum Treatment - Gum Flap Surgery,"Description:

Indications: Gum Flap Surgery
Frequency:   Once
Repeat For:  None
# Sessions:  1","8000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-713-2,Dental,Gum Treatment - Bone Grafting,"Description:

Indications: Bone Grafting
Frequency:   Once
Repeat For:  None
# Sessions:  1","10000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-713-3,Dental,Gum Treatment - Apicectomy,"Description:

Indications: Apicectomy
Frequency:   Once
Repeat For:  None
# Sessions:  1","2500",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-713-4,Dental,Gum Treatment - Sinus Lift - one side,"Description:

Indications: Sinus Lift - one side
Frequency:   Once
Repeat For:  None
# Sessions:  1","8000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-714-1,Dental,Orthodontics - Braces Metallic,"Description:

Indications: Braces Metallic
Frequency:   Once
Repeat For:  None
# Sessions:  1","35000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-714-2,Dental,Orthodontics - Braces Ceramic,"Description:

Indications: Braces Ceramic
Frequency:   Once
Repeat For:  None
# Sessions:  1","50000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-714-3,Dental,Orthodontics - Clear Alligner Invisible Braces,"Description:

Indications: Clear Alligner Invisible Braces
Frequency:   Once
Repeat For:  None
# Sessions:  1","100000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-714-4,Dental,Orthodontics - Invisalign,"Description:

Indications: Invisalign
Frequency:   Once
Repeat For:  None
# Sessions:  1","150000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-715-1,Dental,Kids Oral Care - upto 12 years (Pediatric Oncology) - Oral Scaling and Polishing,"Description:

Indications: Oral Scaling and Polishing
Frequency:   Once
Repeat For:  None
# Sessions:  1","1000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-715-2,Dental,Kids Oral Care - upto 12 years (Pediatric Oncology) - Oral Filling,"Description:

Indications: Oral Filling
Frequency:   Once
Repeat For:  None
# Sessions:  1","1000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-715-3,Dental,Kids Oral Care - upto 12 years (Pediatric Oncology) - Dental Extraction,"Description:

Indications: Dental Extraction
Frequency:   Once
Repeat For:  None
# Sessions:  1","1000",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
DEN-715-4,Dental,Kids Oral Care - upto 12 years (Pediatric Oncology) - Root Canal Treatment,"Description:

Indications: Root Canal Treatment
Frequency:   Once
Repeat For:  None
# Sessions:  1","2500",0,Visit,999312,1,1,0,30,Standard Selling,Nil-Rated - ICCARP
